S. No,Br. No ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
167,449,24-Apr-15,70885,Advance and Adjustments,Others,Asst Executive Engineer (Electrical) Dharwad,¸À.PÁ.¤.C «zÀÄåvÀ «¨sÁUÀ zsÁgÀªÁqÀ EªÀgÀ ºÉ¸Àj¤AzÀ PÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁr ¥ÀÄ£ÀB ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,"Payment of Imprest Advance Amount in the name of AEE(Electrical)  HDMC, DWD",15-May-15,24980,18-May-15,24980
168,773,06-May-15,71724,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 02 (Imp),"zsÁgÀªÁqÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA.02, ªÀÄÄzÀæt ¯ÉĂR£À ¸ÁªÀÄVæUÀ¼À ªÀÄvÀÄÛ ¥ÉÆĂmÉÆPÁ¦ü ªÉZÀÑUÀ¼À ªÀÄÄAUÀqÀ ºÀt ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ ©®è.","Dharwad Division Zonal No.02, Other general expenses & Printing and stationary Adjustment of advance Amount.",15-May-15,24840,18-May-15,24840
169,981,16-May-15,72033,Advance and Adjustments,Others,PRO,ÁªÀđd¤PÀ ¸ÀA¥ÀPÁđ¢üPÁjAiÀÄ ªÀiÁZÀđ-15 jAzÀ ªÉÄĂ-2015 £ÉĂ wAUÀ¼À PÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄºÉÆAzÁtÂPÉ ªÀiÁr ºÀt ©qÀÄUÀqÉªÀiÁqÀÄªÀ PÀÄjvÀÄ,PRO Impress amount for adjestment March-15 to May -2015 regarding,18-May-15,29992,21-May-15,29992
170,930,15-May-15,71780,Advance and Adjustments,Others,Savanur P S (SDA),"²æĂªÀÄw ¦. J¸ï. ¸ÀªÀtÆgÀ, J.zÀ.¸À ,«ÄĂlgÀSÁvÉ ºÀÄ§â½î EªÀgÀ UÀÈºÀ ¤ªÀiÁđtPÁ̀V  ªÀÄÄAUÀqÀ ºÀt ¤ĂqÀÄªÀ ©®Äè.","Smt P. S. Savanur, SDA, Meter Section, Hubli  House Building Advance Loan bill.",20-May-15,500000,21-May-15,500000
171,972,16-May-15,72020,Advance and Adjustments,Others,G.H Somareddi,²æĂ f.JZï ¸ÉÆĂªÀÄgÉrØ ¹¥Á¬Ä UÀÈºÀ ¤ªÀiÁđt ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀÄ.,Shri G.H Somareddi Peon House loan Advance bill,20-May-15,500000,21-May-15,500000
172,854,11-May-15,70616,Advance and Adjustments,Others,Ganachari S N (asst cmr 6),²æĂ ²ªÀÄªÀÄÆvÀđAiÀÄå £ÁUÀAiÀÄå UÀuÁZÁj ¸ÀºÁAiÀÄPÀ DAiÀÄÄPÀÛgÀÄ ªÀ®AiÀÄ PÀbÉĂj £ÀA 08 EªÀjUÉ ¥Á°PÉAiÀÄ UÀÈºÀ ¤ªÀiÁđtPÁ̀V ¸Á®PÁ̀V gÀÆ 500000 ªÀÄAdÆj PÀÄjvÀÄ.,Regarding Advance Home Fund of Shri S.N.Ganachari Asst.Cmr-08,20-May-15,300000,21-May-15,300000
173,908,14-May-15,71880,Advance and Adjustments,Others,AEE-Electricals Hubli,¸ÀºÁAiÀÄPÀ PÁAiÀÄđ¤ªÁđºÀPÀ C©üAiÀÄAvÀgÀgÀÄ («) EªÀgÀ EA¥Éæ¸ïÖ SÁvÉUÉ ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Imprest Advance Amount Payment for AEE (Ele) Hubli.,23-May-15,24318,25-May-15,24318
174,738,05-May-15,71213,Advance and Adjustments,Others,Chief Medical Officer Chitaguppi Hospital,alUÀÄ¦à D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀ¢üAiÀÄ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.(25/04/2015),Re-adjustment of the Imprest amount bill of Chitaguppi Hospital.,23-May-15,23152,25-May-15,23152
175,1182,23-May-15,72195,Advance and Adjustments,Others,Khanapur T L (SDC),²æĂ n.J¯ï.SÁ£Á¥ÀÆgÀ (J.zÀ.¸À) ¯ÉPÀ̀zÀ ±ÁSÉ ºÀÄ§â½î EªÀjUÉ ªÀÄ£É RjĂ¢UÉ/PÀlÖ®Ä ªÀÄÄAUÀqÀ ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Shri.T.L.Khanapur (S.D.C) Account Dept (H) House Loan Advance.,25-May-15,500000,25-May-15,500000
176,1212,26-May-15,72181,Advance and Adjustments,Others,Balaganur Ashok (peon),"²æĂ C±ÉÆĂPÀ §¼ÀUÁ£ÀÆgÀ ¹¥Á¬Ä, EªÀjUÉ UÀÈºÀ ¤ªÀiÁđtPÉ̀ ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀÄ.",Shri.Ashok Balaganur (Peon) House Loan Advance Bill.,28-May-15,500000,28-May-15,500000
177,9625,28-Feb-15,69530,Advance and Adjustments,Adv. Adjustment,Asst. Commissioner Zonal Office No 06 (Imprest),ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Regrading Zone-06 Imprest Advance Re-adjustment Bill.,01-Jun-15,23581,01-Jun-15,23581
178,1146,22-May-15,72098,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 03 DWD (Imprest),zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ gÀÆ 25000/- UÀ¼À SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ºÉÆAzÁtÂPÉ PÀÄjvÀÄ.,Impress amount  for zonal no 03 office of Rs.25000/-,26-May-15,24756,01-Jun-15,24756
179,740,05-May-15,71450,Advance and Adjustments,Others,"Deputy Chief Medical Officer, Oldhubli Hubli",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀzsÀªÀÀÀ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (16/04/15),Re-adjustment of the Imprest amount bill of Oldhubli Hospital  for the month of April-15 to March-16.,27-May-15,8992,01-Jun-15,8992
180,6790,27-Nov-14,67824,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 12 Dharwad (Imp),ÀªÀ®AiÀÄ PÀZÉĂj £ÀA-12 gÀ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Regarading Imprest Adjustment bill of zonal 12.,28-May-15,18076,01-Jun-15,18076
181,1287,27-May-15,72273,Advance and Adjustments,Others,HDMC refund,"d£ÉªÀj-14 ªÀÄvÀÄÛ ¥sÉĂ§æªÀj-14 gÀ gÁ¶ÖçĂAiÀÄ ¥À®́ ¥ÉÆĂ°AiÉÆĂ PÁAiÀÄđPÀæªÀÄPÉ̀ ªÀÄÄAUÀqÀªÁV ¥ÀqÉzÀ ºÀtzÀ ªÀÄgÀÄ ºÉÆAzÁuÉPÉ gÀÆ.20,000.","Advance adjustment of  National Pulse Polio Progarmme in the month Jan.14 and Feb. 14 of Rs.20,000 in the name of CMR A/C.",03-Jun-15,20000,03-Jun-15,20000
182,1288,27-May-15,72274,Advance and Adjustments,Others,HDMC refund,d£ÉĂªÀj ªÀÄvÀÄÛ ¥sÉ§æªÀj-2015£ÉĂ ¸Á°£À gÁ¶ÖçĂAiÀÄ ¥À¯ḯ ¥ÉÆĂ°AiÉÆĂ PÁAiÀÄđPÀæªÀÄzÀ C£ÀÄµÁÖ£ÀPÁ̀V ªÀÄÄAUÀqÀ ºÀt ªÀiÁ£Àå DAiÀÄÄPÀÛgÀ SÁvÉUÉ ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁrzÀ ©®Äè.,Advance Adjustment  for National Pulse Polio Programme on  Jan. & Feb. -15 at Hubli Section to the A/c of CMR.,03-Jun-15,20000,03-Jun-15,20000
183,1556,04-Jun-15,72474,Advance and Adjustments,Others,Council Secretry Hubli,««zsÀsÀ £Á®Ä̀ ¸ÁÜ¬Ä ¸À«Äw ¸ÀzÀ¸ÀågÀÄUÀ¼ÀÀ ZÀÄ£ÁªÀuÉUÉ ªÀÄÄAUÀqÀ ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. ¢:08-06-2015,Advance for Committee election  Dtd 08-06-2015.,04-Jun-15,50000,05-Jun-15,50000
184,1572,04-Jun-15,72484,Advance and Adjustments,Others,Chief Auditor,ªÀÄÄ.¯É.¥À PÀbÉĂjAiÀÄ°è DqÀ½vÁvÀäPÀ RZÀÄđ ¨sÀj¸À®Ä ¥ÀqÉzÀ ªÀÄÄAUÀqÀ ºÀtPÉ̀ ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ©®è,Post Advance and other expenses Adjustment bill,06-Jun-15,2000,06-Jun-15,2000
185,1431,30-May-15,71213,Advance and Adjustments,Others,Chief Medical Officer Chitaguppi Hospital,alUÀÄ¦à D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀ¢üAiÀÄ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.(27/05/2015),Re-adjustment of the Imprest Advance amount bill of Chitaguppi Hospital.,01-Jun-15,24037,08-Jun-15,24037
186,1462,02-Jun-15,72311,Advance and Adjustments,Others,PRO,¸ÁªÀđd¤PÀ ¸ÀA¥ÀPÁđ¢üPÁjAiÀÄ J¦æĂ¯ï-2015 ¢AzÀ ªÉÄĂ-2015 £ÉĂ wAUÀ¼À PÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄºÉÆAzÁtÂPÉ ªÀiÁr ºÀt ©qÀÄUÀqÉªÀiÁqÀÄªÀ PÀÄjvÀÄ,PRO Impress amount for adjestment April-2015 to May -2015 regarding,03-Jun-15,29774,08-Jun-15,29774
187,9332,18-Feb-15,69869,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 10 (Imprest),"ªÀ.PÀ.£ÀA.10gÀ°è ²æĂ §¸À¥Àà PÁ±À¥Àà ¨É¼ÀUÀÄA¢æ EªÀgÀ ±ÀªÀ ¸ÀA¸Á̀gÀPÉ̀ ºÁUÀÆ ¸ÀévÀAvÀæ ¢£ÁZÀgÀuÉ, PÀZÉĂjAiÀÄ PÉ®¸ÀzÀ EvÀgÉ ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ ©®è",Sri. Basappa Belgundri Death Amount independent day expendinature at Advance Adjestment Bill of Zonal No.10,04-Jun-15,24970,08-Jun-15,24970
188,1555,04-Jun-15,71213,Advance and Adjustments,Others,Chief Medical Officer Chitaguppi Hospital,alUÀÄ¦à D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀ¢üAiÀÄ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.(03/06/2015),Re-adjustment of the Imprest Advance amount bill of Chitaguppi Hospital.,06-Jun-15,22731,08-Jun-15,22731
189,1582,05-Jun-15,72502,Advance and Adjustments,Others,Deputy Chief Medical Officer Navanagar Hospital Hubli (Imprest),£ÀªÀ£ÀUÀgÀ C¯ÉÆĂ¥ÀyPï zÀªÁSÁ£ÉAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀzsÀ ¸ÁªÀiÁ£ÀÄUÀ¼À£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (02-06-2015),Re-adjustment of the Imprest Advance amount bill of Navanagar Allopatic Hospital.,06-Jun-15,2094,08-Jun-15,2094
190,1571,04-Jun-15,72491,Advance and Adjustments,Others,Chief Auditor,ªÀÄÄ.¯É.¥À PÀbÉĂjAiÀÄ G¥ÀAiÉÆĂUÀPÁ̀V CAZÉ aĂn ªÀÄvÀÄÛ EvÀgÉ CªÀ±ÀåPÀ RZÀÄđ ¨sÀj¸À®Ä ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀ ©®è,Post Advance & Other expenses bill,06-Jun-15,2000,08-Jun-15,2000
191,1377,29-May-15,72310,Advance and Adjustments,Others,Kundagol M M (Peon),UÀÈºÀ ¤ªÀiÁđt ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀÄ ²æĂ.ªÀÄºÀªÀÄäzÀCjĂ¥sï. JA. PÀÄAzÀUÉÆĂ¼À ¹¥Á¬Ä. C¢üĂPÀëPÀ EAf¤ĂAiÀÄgÀ PÀZÉĂj ºÀÄ§â½î EªÀjUÉ UÀÈºÀ ¤ªÀiÁđtPÁ̀V ªÀÄÄAUÀqÀ ºÀt ¤ĂqÀÄªÀ PÀÄjvÀÄ.,House Loan Adavance for Kundagol M M(Peon),06-Jun-15,500000,08-Jun-15,500000
192,1538,03-Jun-15,72434,Advance and Adjustments,Others,Kelur Kusumavva/Kamalavva w/o sidda,ªÀ®AiÀÄ PÀbÉĂj £ÀA. 11 ºÀÄ§â½î UÀÈºÀ ¤ªÀiÁđtPÁ̀V/UÀÈºÀ RjĂ¢ ªÀÄÄAUÀqÀ ªÀÄAdÆgÁw PÀÄjvÀÄ. ²æĂªÀÄw PÀÄ¸ÀÄªÀiÁ ¹zÀƯ¥Àà PÉ®ÆgÀ,Sanction Housing loan Advance Amount of bill. Kelur Kusumavva/Kamalavva w/o sidda,06-Jun-15,500000,08-Jun-15,500000
193,1562,04-Jun-15,72486,Advance and Adjustments,Others,Doddamani Siddappa Fakkirappa,²æĂ J¸ï.J¥sï. zÉÆqÀØªÀÄ¤ ªÁºÀ£À ZÁ®PÀ EªÀjUÉ ªÀÄ£É PÀlÄÖªÀ ¸À®ÄªÁV ªÀÄÄAUÀqÀ ºÀt ¤ĂqÀÄªÀ PÀÄjvÀÄ.,Sri. S.F. Doddamani Driver advance amount of housing loan.,06-Jun-15,500000,08-Jun-15,500000
194,1666,06-Jun-15,72545,Advance and Adjustments,Others,Natekar Manjuala R (SDA),²æĂªÀÄw ªÀÄAdÄ¼Á Dgï £ÁmÉPÀgÀ J.zÀ.¸À EªÀjUÉ UÀÈºÀ ¤ªÀiÁđtPÁ̀V ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀÄ.,Smt. Manjula R Natekar (SDC) Advance House Loan Bill.,10-Jun-15,500000,10-Jun-15,500000
195,1793,11-Jun-15,72735,Advance and Adjustments,Others,D G Kari,"r. f. PÀj. ¥Àæ.zÀ.¸À ,«ÄĂlgÀSÁvÉ ºÀÄ§â½î EªÀgÀ UÀÈºÀ ¤ªÀiÁđtPÁ̀V  ªÀÄÄAUÀqÀ ºÀt ¤ĂqÀÄªÀ ©®Äè","D. G. Kari, FDA, Meter Section, Hubli  House Building Advance Loan bill.",16-Jun-15,500000,18-Jun-15,500000
196,2025,18-Jun-15,72882,Advance and Adjustments,Others,Smt. Ashwini Tippanna Majjagi (Mayor),ªÉÄĂAiÀÄgï C²é¤ w¥ÀàuÁÚ ªÀÄfÓV EªÀgÀÄ ¢ 25-06-2015 jAzÀ 28.06-2015 gÀªÀgÉUÉ ªÀÄºÁ§°¥ÀÄgÀA £À°è £ÀqÉAiÀÄÄªÀ vÀgÀ¨ÉĂw PÁAiÀiÁđUÁgÀzÀ°è ¨sÁUÀªÀ»¸À®Ä ¥ÀæAiÀiÁtÂ¸ÀÄwÛgÀÄªÀ ¸À®ÄªÁV ªÀÄÄAUÀqÀ ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ,Advance for Mayor Ashwini Tippanna Majjagi travelling to Mahabalipuram(T.N) for Traning Workshop from 25-06-2015 to 28-06-2015,19-Jun-15,25000,19-Jun-15,25000
197,2102,22-Jun-15,72949,Advance and Adjustments,Others,Smt. Smita Ashok Jadhav (Dy.Mayor),G¥À ªÀÄºÁ¥ËgÀgÀÄ ²æĂªÀÄw. ¹äĂvÁ C±ÉÆĂPÀ eÁzsÀªÀ EªÀgÀÄ ¢ 25-06-2015 gÀAzÀÄ ¨ÉAUÀ¼ÀÆj£À°è £ÀqÉAiÀÄ°gÀÄªÀ £ÀUÀgÀ eÉÆåĂw PÁAiÀÄđPÀæªÀÄPÉ̀ ¨sÁUÀªÀ¸À®Ä ¥ÀæAiÀiÁtÂ¸ÀÄwÛgÀÄªÀ ¸À®ÄªÁV ªÀÄÄAUÀqÀ ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ,Advance for Dy.Mayor Smita Ashok Jadhav  travelling to Bangalore for  Nagar Jyoti Programme on 25-06-2015,22-Jun-15,10000,22-Jun-15,10000
198,1729,10-Jun-15,72664,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ÀªÀ®AiÀÄ PÀZÉĂj £ÀA-12 gÀ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÉÆAzÁtÂPÉ PÀÄjvÀÄ,"Regarading Imprest Adjustment bill of zonal 12.


.",16-Jun-15,23160,26-Jun-15,23160
199,1821,12-Jun-15,71450,Advance and Adjustments,Others,"Deputy Chief Medical Officer, Oldhubli Hubli",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀzsÀªÀÀÀ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (05/06/15),Re-adjustment of the Imprest Advance amount bill of Oldhubli Hospital.,17-Jun-15,8995,26-Jun-15,8995
200,1949,15-Jun-15,71213,Advance and Adjustments,Others,Chief Medical Officer Chitaguppi Hospital,alUÀÄ¦à D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀ¢üAiÀÄ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.(11/06/2015),Re-adjustment of the Imprest Advance amount bill of Chitaguppi Hospital.,19-Jun-15,24166,26-Jun-15,24166
201,2000,18-Jun-15,72251,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 09,ªÀ®AiÀÄ PÀZÉĂj £ÀA.09 «¨sÁUÀ £ÀA.43(45) gÀ°è ¥Ë.PÁ JAzÀÄ PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛzÀÄƯ ²æĂ UÉÆĂ¥Á® £À®è¥Àà gÁtÂAUÀ¥À°è EªÀgÀÄ ¢:25-04-2015 gÀAzÀÄ ¤zsÀ£ÀgÁzÀ ¥ÀæAiÀÄÄPÀÛ CªÀgÀ CAvÀåQæAiÉÄUÉ ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀtzÀ°è PÉÆqÀÄªÀ CAvÀåQæAiÀÄUÁV PÉÆlÖ ºÀt ªÀÄgÀÄ ºÉÆAzÁtÂPÉ PÀÄjvÀÄ.,Zonal No 9 Imprest Advance Amount Re-adjustment Bill.,20-Jun-15,7500,26-Jun-15,7500
202,2156,25-Jun-15,72970,Advance and Adjustments,Others,Hegde Tours & Travels  Dharwad,"¯ÉPÀ̀UÀ¼À ¸ÁÜ¬Ä ¸À«Äw ¸ÀzÀ¸ÀågÀÄ ¢: 26-04-2015 jAzÀ 04-05-2015. ZÀA¢UÀqÀ,PÀÄ®Ä ªÀÄ£Á° ¹ªÀiÁè ºÁUÀÆ zÉºÀ° ¥ÀæªÁ¸ÀzÀ ºÀt ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.","Payment Accounts Committee members  tour to  Chandhigad, Kulu, Manali, Simla and Delhi from 26-04-2015 to 04-05-2015.",30-Jun-15,400000,01-Jul-15,400000
203,2155,25-Jun-15,72969,Advance and Adjustments,Others,Hegde Tours & Travels  Dharwad,"ºÀtPÁ¸ÀÄ ¸À«Äw ¸ÀzÀ¸ÀågÀÄ ¢: 26-04-2015 jAzÀ 04-05-2015. ZÀA¢UÀqÀ, PÀÄ®ÄªÀÄ£Á°, ¹ªÀiÁè ºÁUÀÆ zÉºÀ° ¥ÀæªÁ¸ÀzÀ ºÀt ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.","Payment for  Finance Committee members  tour to  Chandhigad, Kulu, Manali, Simla and Delhi from 26-04-2015 to 04-05-2015.",30-Jun-15,400000,01-Jul-15,400000
204,2041,19-Jun-15,72869,Advance and Adjustments,Others,Hamppavva Basappa Yaramsal,²æĂªÀÄw ºÀA¥ÀªÀé §¸À¥Àà AiÀÄgÀªÀÄ¸Á¼ÀÀ ¥ËgÀPÁ«ÄđPÀgÀÄ ªÀ®AiÀÄ PÀZÉĂj £ÀA.09 «.£ÀA.45 EªÀjUÉ UÀÈºÀ ¸Á® ªÀÄAdÆj gÀÆ.5.00 ®PÀëzÀ ©®Äè,2015-16 Smt. Hampavva Basappa Yaramsal Pourakarmika Zonal No.09 W.No.45 Provides House Building loan Rs.5.00 Lakh,29-Jun-15,500000,02-Jul-15,500000
205,2363,29-Jun-15,73052,Advance and Adjustments,Others,PRO,"¸ÁªÀđd¤PÀ ¸ÀA¥ÀPÁđ¢üPÁjAiÀÄ ªÉÄĂ-2015, dÆ£ï-2015 £ÉĂ wAUÀ¼À PÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄºÉÆAzÁtÂPÉ ªÀiÁr ºÀt ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ","PRO Imprest advance amount for adjustment May-2015, June-2015 regarding",30-Jun-15,29958,07-Jul-15,29958
206,2202,25-Jun-15,72943,Advance and Adjustments,Others,Basavaraj Sannaduragappa Walikar (Jamadar),²æĂ §¸ÀªÀgÁd ¸À. ªÁ°PÀgÀ UÀÈºÀ ¤ªÀiÁđtPÁ̀V ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆgÁw ¤ĂqÀÄªÀ PÀÄjvÀÄ.,Houseing advance Amount  Basavraj S. Walikar at Zonal No.10,01-Jul-15,500000,07-Jul-15,500000
207,2314,27-Jun-15,73019,Advance and Adjustments,Others,G.G.Hiremath (MKT),"²æĂ. f.f.»gÉĂªÀÄoÀ, (J.zÀ.¸À) EªÀgÀÄ ªÀÄ£É PÀlÖ®Ä ªÀÄÄAUÀqÀ ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.",Shri.G.G.Hiremath (SDA) House Loan Advance Bill.,01-Jul-15,500000,07-Jul-15,500000
208,2318,27-Jun-15,73018,Advance and Adjustments,Others,Asst Executive Engineer (Electrical) Dharwad,¸À.PÁ.¤.C «zÀÄåvÀ «¨sÁUÀ zsÁgÀªÁqÀ EªÀgÀ ºÉ¸Àj¤AzÀ PÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ,"Payment of Imprest Amount in the name of AEE(Electrical)  HDMC, DWD",30-Jun-15,24936,07-Jul-15,24936
209,2239,26-Jun-15,71213,Advance and Adjustments,Others,Chief Medical Officer Chitaguppi Hospital,alUÀÄ¦à D¸ÀàvÉæAiÀÄ SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀt¢AzÀ OµÀ¢üAiÀÄ£ÀÄß RjĂ¢¹zÀ ©®Äè ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.(22/06/2015),Re-adjustment of the Imprest Advance Amount bill of Chitaguppi Hospital.,02-Jul-15,24962,07-Jul-15,24962
210,2622,07-Jul-15,73166,Advance and Adjustments,Others,Health Officer Hubli,ºÀÄ§â½îAiÀÄ zÀQët «¨sÁUÀzÀ°è zsÀÆ«ÄĂPÀgÀt PÁAiÀÄđPÉ̀ ªÀÄÄAUÀqÀ ºÀt ¤ĂqÀÄªÀ PÀÄjvÀÄ.,Health Department South Section Advance Amount  for Fogging Work,08-Jul-15,50000,09-Jul-15,50000
211,2794,13-Jul-15,73453,Advance and Adjustments,Others,Marellanvar V R,ªÀ®AiÀÄ PÀZÉĂj £ÀA:07 ²æĂ. «.Dgï.ªÀÄgÀ¼ÀîªÀgÀ  PÀZÉĂj ªÀåªÀ¸ÁÜ¥ÀPÀgÀÄ EªÀjUÉ UÀÈºÀ ¤ªÀiÁđtPÁ̀V ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀÄ.,Zonal No: 7 Approved for Advance home loan to Shri. V.R.Marallavar.,14-Jul-15,500000,14-Jul-15,500000
212,2615,07-Jul-15,73122,Advance and Adjustments,Others,General Administration Department Hubli (Imprest),¸ÁÖöåA¥À RjĂ¢UÁV SÁAiÀÄA ªÀÄÄAUÀqÀ ºÀtªÀ£ÀÄß ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Imprest Advance Adjustment Bill for purchasing of Stamps,08-Jul-15,3000,15-Jul-15,3000
213,9100,05-Feb-15,68965,Advance and Adjustments,Others,Asst. Commissioner Zonal Office No 07 (Imprest),ªÀ®AiÀÄ PÀZÉĂj £ÀA:7gÀ SÁAiÀÄA ªÀÄÄAUÀqÀ (EA¥Àæ¸ÀÖ) ºÀtªÀ£ÀÄß ªÀÄgÀÄ ºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Zonal No: 07 H.D.M.C Imprest Advance Amount Adjustment bill.,10-Jul-15,22200,15-Jul-15,22200
214,2699,09-Jul-15,73322,Advance and Adjustments,Others,Council Secretry Hubli,¢: 08-06-2015 gÀAzÀÄ dgÀÄVzÀ ««zsÀ ¸ÁÜ¬Ä ¸À«Äw ¸ÀzÀ¸ÀågÀ  ZÀÄ£ÁªÀuÉAiÀÄ ¢£ÀzÀAzÀÄ ¥ÀjµÀvï PÁAiÀÄđzÀ²đ ºÉ¸Àj£À°è ¥ÀqÉzÀ ªÀÄÄAUÀqÀ ºÀt gÀÆ.50000/- UÀ¼À£ÀÄß RZÀÄđ ªÀiÁr ªÀÄgÀÄºÉÆAzÁtÂPÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Advance adjustment of Rs. 50000/- for expenses incurred on Committee members election Dtd 08-06-2015.,14-Jul-15,50000,15-Jul-15,50000
